Date,Obligation_5Y
2025-02-14 19:49:22.304623,99.92890346619255
2025-02-17 19:49:22.304623,99.96945842694925
2025-02-18 19:49:22.304623,100.03098960474313
2025-02-19 19:49:22.304623,100.08757113966081
2025-02-20 19:49:22.304623,100.05558227499618
2025-02-21 19:49:22.304623,100.05011862106747
2025-02-24 19:49:22.304623,100.07669510573294
2025-02-25 19:49:22.304623,100.13551744136797
2025-02-26 19:49:22.304623,100.1215398129865
2025-02-27 19:49:22.304623,100.12225773565595
2025-02-28 19:49:22.304623,100.07688558372482
2025-03-03 19:49:22.304623,100.02703695555688
2025-03-04 19:49:22.304623,100.07767693448443
2025-03-05 19:49:22.304623,100.15554937789034
2025-03-06 19:49:22.304623,100.1619588261843
2025-03-07 19:49:22.304623,100.22223293246661
2025-03-10 19:49:22.304623,100.2503771407294
2025-03-11 19:49:22.304623,100.22806542909342
2025-03-12 19:49:22.304623,100.25619922683369
2025-03-13 19:49:22.304623,100.34332369696925
2025-03-14 19:49:22.304623,100.35156057741935
2025-03-17 19:49:22.304623,100.44010294978135
2025-03-18 19:49:22.304623,100.31858322609784
2025-03-19 19:49:22.304623,100.36984113181491
2025-03-20 19:49:22.304623,100.38424656613313
2025-03-21 19:49:22.304623,100.37927717699262
2025-03-24 19:49:22.304623,100.39392054492123
2025-03-25 19:49:22.304623,100.30419001913071
2025-03-26 19:49:22.304623,100.30320343274286
2025-03-27 19:49:22.304623,100.33114352054051
2025-03-28 19:49:22.304623,100.41531603464813
2025-03-31 19:49:22.304623,100.39933643237195
2025-04-01 19:49:22.304623,100.36879025539504
2025-04-02 19:49:22.304623,100.35364676068723
2025-04-03 19:49:22.304623,100.40961409574523
2025-04-04 19:49:22.304623,100.43615994318205
2025-04-07 19:49:22.304623,100.41960001889782
2025-04-08 19:49:22.304623,100.45541303406769
2025-04-09 19:49:22.304623,100.47033455802914
2025-04-10 19:49:22.304623,100.52904163461834
2025-04-11 19:49:22.304623,100.50380617642975
2025-04-14 19:49:22.304623,100.49739091061089
2025-04-15 19:49:22.304623,100.48773772652967
2025-04-16 19:49:22.304623,100.42425384716894
2025-04-17 19:49:22.304623,100.44916510149027
2025-04-18 19:49:22.304623,100.47232141006832
2025-04-21 19:49:22.304623,100.48262552263898
2025-04-22 19:49:22.304623,100.48088781965356
2025-04-23 19:49:22.304623,100.41982705405793
2025-04-24 19:49:22.304623,100.40874847148174
2025-04-25 19:49:22.304623,100.40158357848516
2025-04-28 19:49:22.304623,100.37134878269357
2025-04-29 19:49:22.304623,100.37329168536219
2025-04-30 19:49:22.304623,100.4036069717841
2025-05-01 19:49:22.304623,100.50833726643172
2025-05-02 19:49:22.304623,100.52716136300403
2025-05-05 19:49:22.304623,100.55015948398398
2025-05-06 19:49:22.304623,100.55647172558076
2025-05-07 19:49:22.304623,100.47005494102378
2025-05-08 19:49:22.304623,100.47877002125632
2025-05-09 19:49:22.304623,100.49184382696494
2025-05-12 19:49:22.304623,100.62566088218557
2025-05-13 19:49:22.304623,100.62604522366928
2025-05-14 19:49:22.304623,100.65127958644501
2025-05-15 19:49:22.304623,100.65959782238488
2025-05-16 19:49:22.304623,100.61084445154181
2025-05-19 19:49:22.304623,100.67839572020038
2025-05-20 19:49:22.304623,100.72631526548237
2025-05-21 19:49:22.304623,100.77622676365039
2025-05-22 19:49:22.304623,100.74048206814655
2025-05-23 19:49:22.304623,100.82121520391645
2025-05-26 19:49:22.304623,100.76062916159404
2025-05-27 19:49:22.304623,100.80027126950982
2025-05-28 19:49:22.304623,100.92075055727952
2025-05-29 19:49:22.304623,100.88085979764203
2025-05-30 19:49:22.304623,100.8623835826899
2025-06-02 19:49:22.304623,100.87749535815318
2025-06-03 19:49:22.304623,100.86218842620848
2025-06-04 19:49:22.304623,100.7940729914662
2025-06-05 19:49:22.304623,100.80760776950889
2025-06-06 19:49:22.304623,100.76414438223314
2025-06-09 19:49:22.304623,100.79808136470079
2025-06-10 19:49:22.304623,100.76182307345177
2025-06-11 19:49:22.304623,100.84998636390603
2025-06-12 19:49:22.304623,100.82057582061663
2025-06-13 19:49:22.304623,100.81442266444193
2025-06-16 19:49:22.304623,100.86551124100674
2025-06-17 19:49:22.304623,100.81352191285812
2025-06-18 19:49:22.304623,100.83506878360015
2025-06-19 19:49:22.304623,100.91105520524754
2025-06-20 19:49:22.304623,100.8400398960559
2025-06-23 19:49:22.304623,100.85943314287579
2025-06-24 19:49:22.304623,100.88262490184583
2025-06-25 19:49:22.304623,100.9321493360926
2025-06-26 19:49:22.304623,100.87981850409035
2025-06-27 19:49:22.304623,100.82330277420553
2025-06-30 19:49:22.304623,100.85969704073327
2025-07-01 19:49:22.304623,100.88475990252137
2025-07-02 19:49:22.304623,100.90748383404383
2025-07-03 19:49:22.304623,100.93505419097681
2025-07-04 19:49:22.304623,100.91082853033404
2025-07-07 19:49:22.304623,100.93263806969196
2025-07-08 19:49:22.304623,100.95752162243674
2025-07-09 19:49:22.304623,100.93155780023328
2025-07-10 19:49:22.304623,101.03580871997019
2025-07-11 19:49:22.304623,101.06984934702342
2025-07-14 19:49:22.304623,101.0197538994637
2025-07-15 19:49:22.304623,101.06301831683663
2025-07-16 19:49:22.304623,101.02387248292268
2025-07-17 19:49:22.304623,101.07373203749185
2025-07-18 19:49:22.304623,101.1423912002418
2025-07-21 19:49:22.304623,101.1110025533149
2025-07-22 19:49:22.304623,101.16981761670215
2025-07-23 19:49:22.304623,101.20081508401071
2025-07-24 19:49:22.304623,101.25253174463889
2025-07-25 19:49:22.304623,101.35868454365794
2025-07-28 19:49:22.304623,101.35638430379196
2025-07-29 19:49:22.304623,101.32832195605319
2025-07-30 19:49:22.304623,101.29338828599397
2025-07-31 19:49:22.304623,101.26219953084122
2025-08-01 19:49:22.304623,101.26842200645288
2025-08-04 19:49:22.304623,101.29582280973057
2025-08-05 19:49:22.304623,101.31996620310255
2025-08-06 19:49:22.304623,101.37200328914092
2025-08-07 19:49:22.304623,101.38279950338294
2025-08-08 19:49:22.304623,101.46661946029117
2025-08-11 19:49:22.304623,101.46333920514434
2025-08-12 19:49:22.304623,101.61148426248738
2025-08-13 19:49:22.304623,101.65343290484411
2025-08-14 19:49:22.304623,101.62003174405957
2025-08-15 19:49:22.304623,101.57578168241025
2025-08-18 19:49:22.304623,101.61044301693777
2025-08-19 19:49:22.304623,101.60925098493207
2025-08-20 19:49:22.304623,101.65568643773436
2025-08-21 19:49:22.304623,101.68990565416523
2025-08-22 19:49:22.304623,101.69637166210215
2025-08-25 19:49:22.304623,101.66348337493146
2025-08-26 19:49:22.304623,101.59664740044775
2025-08-27 19:49:22.304623,101.58412485411571
2025-08-28 19:49:22.304623,101.63778152762487
2025-08-29 19:49:22.304623,101.6588253123738
2025-09-01 19:49:22.304623,101.60567102446008
2025-09-02 19:49:22.304623,101.62462967365241
2025-09-03 19:49:22.304623,101.65437100463065
2025-09-04 19:49:22.304623,101.61961245586372
2025-09-05 19:49:22.304623,101.63758515995477
2025-09-08 19:49:22.304623,101.65070701525983
2025-09-09 19:49:22.304623,101.60278021652539
2025-09-10 19:49:22.304623,101.63111658981589
2025-09-11 19:49:22.304623,101.66977628026542
2025-09-12 19:49:22.304623,101.7350000466903
2025-09-15 19:49:22.304623,101.79877782260145
2025-09-16 19:49:22.304623,101.73883517143288
2025-09-17 19:49:22.304623,101.70130244137225
2025-09-18 19:49:22.304623,101.73766245035557
2025-09-19 19:49:22.304623,101.77397190742342
2025-09-22 19:49:22.304623,101.81035852899271
2025-09-23 19:49:22.304623,102.01666355203537
2025-09-24 19:49:22.304623,102.05598539096779
2025-09-25 19:49:22.304623,102.12413662469926
2025-09-26 19:49:22.304623,102.18306234157932
2025-09-29 19:49:22.304623,102.22656122423395
2025-09-30 19:49:22.304623,102.22066943498669
2025-10-01 19:49:22.304623,102.26968267282989
2025-10-02 19:49:22.304623,102.24039134637101
2025-10-03 19:49:22.304623,102.23850917199005
2025-10-06 19:49:22.304623,102.22392160013901
2025-10-07 19:49:22.304623,102.23832874010188
2025-10-08 19:49:22.304623,102.36687598470621
2025-10-09 19:49:22.304623,102.28153962010438
2025-10-10 19:49:22.304623,102.32686364849214
2025-10-13 19:49:22.304623,102.2545842563295
2025-10-14 19:49:22.304623,102.24068111638833
2025-10-15 19:49:22.304623,102.306572709868
2025-10-16 19:49:22.304623,102.32009150136267
2025-10-17 19:49:22.304623,102.27518603836639
2025-10-20 19:49:22.304623,102.24883464700098
2025-10-21 19:49:22.304623,102.29380356939433
2025-10-22 19:49:22.304623,102.266676959372
2025-10-23 19:49:22.304623,102.28797187739586
2025-10-24 19:49:22.304623,102.30053140012285
2025-10-27 19:49:22.304623,102.27743192235258
2025-10-28 19:49:22.304623,102.39729821336546
2025-10-29 19:49:22.304623,102.43999374077251
2025-10-30 19:49:22.304623,102.3465099431959
2025-10-31 19:49:22.304623,102.36628606838048
2025-11-03 19:49:22.304623,102.34265038570298
2025-11-04 19:49:22.304623,102.39650479412163
2025-11-05 19:49:22.304623,102.36616876780485
2025-11-06 19:49:22.304623,102.37053281971612
2025-11-07 19:49:22.304623,102.4066177814063
2025-11-10 19:49:22.304623,102.46118797381526
2025-11-11 19:49:22.304623,102.40994219471882
2025-11-12 19:49:22.304623,102.40305506282503
2025-11-13 19:49:22.304623,102.38897744290598
2025-11-14 19:49:22.304623,102.36576948462188
2025-11-17 19:49:22.304623,102.46636710246848
2025-11-18 19:49:22.304623,102.49736224151128
2025-11-19 19:49:22.304623,102.44299333802944
2025-11-20 19:49:22.304623,102.50025190002692
